field_of_study,gpa,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,tech_total,soft_total,tech_soft_ratio,ds_score,da_score,da_score_v2,ba_score,mle_score,de_score,se_score,ce_score,is_data_engineer,is_data_analyst,is_software_dev,is_cloud_expert,is_heavy_ml,is_data_expert,dev_vs_data,ml_vs_dev,analytics_no_infra,infra_no_analytics,da_vs_ds
Software Engineering,2.73,1,0,0,1,0,1,1,0,0,1,0,3,2,4,4,4,5,17,0.2777777777777778,3,7,9,11,3,8,2,4,1,1,0,1,0,1,-2,0,0,1,1
Data Science,3.62,0,1,1,0,1,0,0,0,0,0,1,2,2,2,3,5,4,14,0.26666666666666666,2,2,4,7,2,2,4,1,0,0,1,0,0,0,2,0,0,1,-1
AI,3.59,1,1,1,0,1,0,0,1,0,0,0,5,3,2,1,2,5,13,0.35714285714285715,3,5,8,13,3,2,5,1,0,0,1,0,1,0,2,0,0,0,-1
Data Science,2.52,1,1,0,1,1,1,1,1,1,0,1,5,5,4,2,3,9,19,0.45,5,9,11,18,4,6,5,3,0,0,0,0,1,1,0,-1,1,1,0
Computer Science,3.32,1,0,0,1,0,0,0,0,1,0,1,5,3,4,5,2,4,19,0.2,2,7,11,16,1,6,5,2,0,0,1,0,0,0,0,-1,1,1,0
Computer Science,2.56,1,1,0,0,0,1,0,1,0,0,0,3,5,3,5,4,4,20,0.19047619047619047,2,5,9,14,1,2,4,1,0,0,0,0,0,0,0,-1,1,-1,1
Data Science,3.33,0,1,1,1,0,1,1,0,1,0,0,3,1,5,5,5,6,19,0.3,2,7,9,13,1,5,6,2,0,1,0,0,0,1,1,-2,1,0,1
Computer Science,3.31,1,0,1,0,0,0,1,0,0,1,0,4,2,5,2,5,4,18,0.21052631578947367,1,4,6,13,3,7,4,5,0,0,0,1,0,0,1,0,-2,2,0
Software Engineering,2.83,0,0,1,0,0,1,1,1,0,0,1,5,2,4,2,4,5,17,0.2777777777777778,1,7,9,17,1,4,2,4,0,0,0,0,0,0,0,0,0,1,1
Data Science,2.62,1,0,0,1,0,1,1,0,0,0,1,3,2,5,4,3,5,17,0.2777777777777778,3,7,10,13,2,7,2,3,0,1,0,0,0,1,-2,0,1,1,1
Computer Science,3.18,1,1,0,1,0,1,1,0,0,1,1,2,2,4,4,3,7,15,0.4375,3,6,8,9,3,9,4,5,1,1,0,1,0,1,-1,-1,0,2,1
Computer Science,3.62,0,1,1,0,1,1,0,1,1,0,0,1,3,4,4,3,6,15,0.375,3,3,5,9,2,0,5,0,0,0,0,0,0,0,2,-1,1,-1,0
Software Engineering,3.31,0,0,1,0,0,1,0,0,1,1,1,1,1,3,5,4,5,14,0.3333333333333333,1,3,5,6,1,4,4,3,0,0,0,0,0,0,1,-1,0,1,1
Data Science,3.1,1,0,0,0,0,1,1,0,0,0,0,5,3,4,4,3,3,19,0.15,2,7,10,17,2,4,2,2,0,0,0,0,0,0,-1,0,0,0,1
AI,2.99,1,1,1,1,1,0,1,0,0,0,1,3,3,5,2,4,7,17,0.3888888888888889,4,5,7,12,4,7,5,3,0,0,1,0,1,0,1,0,0,2,-1
Cybersecurity,3.29,1,1,0,0,1,1,1,1,0,0,1,3,2,1,5,4,7,15,0.4375,4,5,7,8,4,4,3,3,0,0,0,0,1,0,0,0,0,1,0
Cybersecurity,2.73,1,0,0,0,0,1,0,1,0,1,1,2,3,4,5,3,5,17,0.2777777777777778,2,4,7,10,2,5,2,4,0,0,0,0,0,0,-1,0,0,1,1
Computer Science,3.07,0,0,0,1,0,1,0,0,1,0,0,4,5,4,4,4,3,21,0.13636363636363635,2,8,11,18,0,3,3,0,0,1,0,0,0,1,-1,-1,2,-1,1
Software Engineering,3.2,0,1,1,0,1,0,1,0,0,0,0,4,4,3,3,2,4,16,0.23529411764705882,2,4,5,14,3,3,4,2,0,0,1,0,0,0,2,0,-1,1,-1
AI,3.45,1,0,0,1,1,1,1,0,0,0,0,3,3,5,2,3,5,16,0.29411764705882354,5,7,9,13,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Software Engineering,2.52,1,1,1,1,0,0,0,1,0,0,0,3,5,5,3,4,5,20,0.23809523809523808,2,5,9,15,1,5,6,2,0,0,1,0,0,0,1,-1,1,0,0
Computer Science,3.04,1,1,1,0,1,1,1,0,1,1,0,2,4,2,5,3,8,16,0.47058823529411764,4,4,5,8,5,5,6,3,0,0,0,1,1,0,2,-1,-1,1,0
Software Engineering,2.79,1,1,1,1,0,0,0,1,1,0,0,1,3,1,2,4,6,11,0.5,2,3,7,5,1,5,8,2,0,0,1,0,0,0,2,-2,1,0,0
Data Science,2.75,1,1,0,1,0,0,1,0,0,0,0,4,1,5,3,4,4,17,0.2222222222222222,2,6,9,13,2,7,5,3,0,0,1,0,0,0,0,-1,0,1,0
Cybersecurity,2.91,0,0,0,0,0,1,0,0,0,1,1,5,2,1,1,2,3,11,0.25,1,7,9,13,1,4,1,3,0,0,0,0,0,0,-1,0,0,1,1
Software Engineering,2.92,1,0,0,1,0,1,0,0,0,0,0,3,2,3,5,3,3,16,0.17647058823529413,3,7,11,11,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
AI,3.54,1,0,1,1,1,1,0,0,0,0,0,2,2,4,3,3,5,14,0.3333333333333333,5,6,9,9,3,3,2,-1,0,0,0,0,1,1,-1,1,2,-1,0
Data Science,3.64,0,0,0,0,0,1,1,1,0,0,1,1,2,5,5,3,4,16,0.23529411764705882,1,3,5,10,1,4,1,4,0,0,0,0,0,0,-1,0,0,1,1
AI,2.63,0,1,1,1,1,0,1,0,0,1,1,5,1,5,5,3,7,19,0.35,3,7,7,14,4,8,4,5,1,0,1,1,0,0,1,0,-1,3,-1
Software Engineering,2.74,1,1,1,0,1,1,1,0,0,0,0,4,5,1,4,5,6,19,0.3,4,6,8,13,4,3,4,1,0,0,0,0,1,0,1,0,0,0,0
Computer Science,2.81,1,1,0,1,1,1,1,0,0,0,1,1,4,4,2,2,7,13,0.5,5,5,7,9,4,6,3,2,0,0,0,0,1,1,-1,0,1,1,0
AI,3.56,0,1,0,0,0,1,0,1,0,0,1,1,5,1,5,3,4,15,0.25,1,3,6,9,0,2,3,2,0,0,0,0,0,0,0,-1,1,0,1
Software Engineering,2.57,0,0,1,1,0,1,0,0,1,0,1,2,5,5,2,2,5,16,0.29411764705882354,2,6,9,15,0,4,4,1,0,1,0,0,0,1,0,-1,2,0,1
AI,3.86,0,1,1,0,0,0,1,0,1,1,0,1,4,1,1,1,5,8,0.5555555555555556,0,1,2,6,2,6,7,5,0,0,1,1,0,0,3,-2,-2,2,0
Computer Science,3.0,0,0,1,0,0,1,1,1,1,0,0,2,1,4,1,5,5,13,0.35714285714285715,1,4,6,10,1,3,4,3,0,0,0,0,0,0,1,-1,0,0,1
Data Science,3.43,1,0,0,1,0,1,1,0,1,1,0,2,2,4,3,2,6,13,0.42857142857142855,3,6,8,9,3,8,4,4,1,1,0,1,0,1,-1,-1,0,1,1
Computer Science,2.51,0,0,0,0,0,1,1,1,0,0,0,4,1,5,5,5,3,20,0.14285714285714285,1,6,8,15,1,3,1,3,0,0,0,0,0,0,-1,0,0,0,1
Computer Science,2.82,1,0,0,0,1,1,0,1,0,1,0,5,5,2,3,2,5,17,0.2777777777777778,4,7,9,15,4,3,1,2,0,0,0,0,1,0,-1,1,0,0,0
AI,3.81,1,1,0,0,1,1,0,0,0,0,0,5,2,5,2,4,4,18,0.21052631578947367,4,7,10,16,3,1,3,-1,0,0,0,0,1,0,0,0,1,-1,0
Cybersecurity,3.87,0,0,1,0,1,1,1,0,1,1,1,4,1,4,5,4,7,18,0.3684210526315789,3,6,6,12,4,5,3,4,0,0,0,1,0,0,1,0,-1,2,0
Cybersecurity,3.78,1,1,0,1,0,0,1,0,0,1,1,3,2,4,3,4,6,16,0.35294117647058826,2,5,7,10,3,10,5,6,1,0,1,1,0,0,0,-1,-1,3,0
AI,4.0,1,1,1,0,1,1,0,1,0,0,0,2,3,5,1,4,6,15,0.375,4,4,7,11,3,1,4,0,0,0,0,0,1,0,1,0,1,-1,0
Computer Science,3.52,1,0,0,1,1,1,1,0,0,0,0,2,2,5,3,4,5,16,0.29411764705882354,5,6,8,10,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Computer Science,3.97,1,0,0,0,0,0,1,1,0,0,0,5,2,3,2,3,3,15,0.1875,1,5,8,14,2,5,3,4,0,0,0,0,0,0,0,0,-1,1,0
Data Science,4.0,1,0,0,1,1,1,0,0,0,0,0,4,3,5,3,4,4,19,0.2,5,8,11,15,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Computer Science,2.99,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,2,0,11,0.0,0,3,6,11,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
Computer Science,2.89,0,1,0,0,1,1,0,0,1,1,1,3,2,5,4,4,6,18,0.3157894736842105,3,5,6,12,3,3,4,2,0,0,0,0,0,0,1,-1,0,1,0
Data Science,3.81,1,0,1,0,1,0,1,1,0,0,0,3,3,3,1,4,5,14,0.3333333333333333,3,3,5,10,4,4,3,3,0,0,0,0,1,0,1,1,-1,1,-1
AI,3.46,0,0,0,1,1,1,1,1,0,1,0,3,2,2,2,5,6,14,0.4,4,7,7,9,4,6,0,4,1,0,0,1,0,1,-2,1,0,1,0
Computer Science,3.04,1,0,0,0,0,1,1,1,0,1,0,2,2,4,3,3,5,14,0.3333333333333333,2,4,6,9,3,6,2,5,0,0,0,1,0,0,-1,0,-1,1,1
Computer Science,2.97,0,1,0,1,1,0,0,1,0,0,1,3,3,5,1,5,5,17,0.2777777777777778,3,5,7,13,2,4,3,2,0,0,1,0,0,0,0,0,1,1,-1
AI,3.66,1,0,1,1,1,0,1,0,1,1,1,4,3,4,3,2,8,16,0.47058823529411764,4,6,7,12,5,9,5,5,1,0,1,1,1,0,1,0,-1,3,-1
Cybersecurity,3.2,1,0,1,0,1,1,1,1,1,0,0,1,1,3,5,3,7,13,0.5,4,3,5,5,4,3,4,2,0,0,0,0,1,0,1,0,0,0,0
Computer Science,3.69,1,1,0,1,0,0,0,0,1,0,1,1,3,1,3,3,5,11,0.4166666666666667,2,3,7,5,1,6,7,2,0,0,1,0,0,0,1,-2,1,1,0
Software Engineering,3.09,1,1,1,1,1,1,0,1,1,0,1,5,2,4,2,2,9,15,0.5625,5,9,12,15,3,4,6,1,0,0,0,0,1,1,1,-1,2,0,0
AI,2.57,0,1,0,1,0,0,1,0,0,1,1,5,2,4,2,5,5,18,0.2631578947368421,1,7,8,15,2,9,4,6,1,0,1,1,0,0,0,-1,-1,3,0
Data Science,3.38,0,1,1,1,0,0,1,0,0,1,0,1,5,2,5,5,5,18,0.2631578947368421,1,3,4,8,2,8,5,5,1,0,1,1,0,0,1,-1,-1,2,0
Data Science,2.9,0,0,1,1,0,0,1,0,0,0,1,3,1,2,4,4,4,14,0.26666666666666666,1,5,7,9,1,7,3,4,0,0,0,0,0,0,0,0,0,2,0
Computer Science,3.18,1,0,0,1,0,1,1,0,0,0,0,1,2,5,3,5,4,16,0.23529411764705882,3,5,8,9,2,6,2,2,0,1,0,0,0,1,-2,0,1,0,1
Data Science,3.15,1,0,1,1,1,1,1,0,1,1,0,1,1,1,5,3,8,11,0.6666666666666666,5,5,6,2,5,7,4,3,1,0,0,1,1,1,0,0,0,1,0
Computer Science,2.64,1,1,0,0,0,0,1,1,0,1,0,1,1,2,2,1,5,7,0.625,1,1,3,3,3,7,5,6,0,0,1,1,0,0,1,-1,-2,2,0
Computer Science,2.66,1,0,1,0,1,1,1,0,0,1,0,2,2,3,4,1,6,12,0.46153846153846156,4,4,5,7,5,5,2,3,0,0,0,1,1,0,0,1,-1,1,0
Cybersecurity,3.47,0,1,1,0,1,0,1,0,0,1,0,3,2,4,5,5,5,19,0.25,2,3,3,10,4,5,4,4,0,0,1,1,0,0,2,0,-2,2,-1
AI,3.16,1,0,0,1,1,1,0,0,0,0,0,3,2,2,3,5,4,15,0.25,5,7,10,9,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Software Engineering,2.8,0,1,0,1,0,0,0,1,0,1,1,3,3,1,1,2,5,10,0.45454545454545453,1,5,7,9,1,7,4,5,0,0,1,0,0,0,0,-1,0,2,0
AI,2.58,1,1,0,1,0,1,1,0,0,0,0,3,3,5,3,5,5,19,0.25,3,7,10,14,2,6,4,2,0,1,0,0,0,1,-1,-1,1,0,1
AI,3.2,1,0,1,1,0,0,1,1,1,1,1,1,4,1,5,3,8,14,0.5333333333333333,2,3,5,5,3,10,6,7,1,0,1,1,0,0,1,-1,-1,3,0
Data Science,3.57,0,0,0,1,1,1,0,0,1,1,1,4,4,1,3,5,6,17,0.3333333333333333,4,8,9,12,3,5,2,2,0,0,0,0,0,1,-1,0,1,1,0
Cybersecurity,3.02,0,1,1,0,1,1,0,1,0,1,1,3,4,5,1,4,7,17,0.3888888888888889,3,5,6,14,3,3,3,3,0,0,0,0,0,0,1,0,0,1,0
AI,3.93,0,0,1,0,1,0,0,1,1,0,1,5,2,2,5,5,5,19,0.25,2,5,7,13,2,2,4,2,0,0,1,0,0,0,2,0,0,1,-1
Data Science,2.98,1,1,0,1,0,1,0,0,1,0,0,5,3,4,4,5,5,21,0.22727272727272727,3,9,13,17,1,4,6,0,0,1,0,0,0,1,0,-2,2,-1,1
Computer Science,3.45,0,0,0,1,1,1,0,1,1,1,0,2,2,2,4,5,6,15,0.375,4,6,7,7,3,4,2,2,0,0,0,0,0,1,-1,0,1,0,0
Data Science,3.55,1,0,0,1,1,1,0,1,0,0,0,2,2,5,3,2,5,14,0.3333333333333333,5,6,9,10,3,3,1,0,0,0,0,0,1,1,-2,1,2,-1,0
Data Science,3.49,1,1,1,1,0,0,0,1,0,1,0,1,2,3,2,4,6,12,0.46153846153846156,2,3,6,5,2,7,6,4,0,0,1,0,0,0,1,-1,0,1,0
Software Engineering,3.38,1,1,0,1,0,0,1,0,0,1,1,2,2,3,2,5,6,14,0.4,2,4,6,7,3,10,5,6,1,0,1,1,0,0,0,-1,-1,3,0
Data Science,2.73,0,0,0,1,0,1,0,0,0,0,0,3,2,4,4,2,2,15,0.125,2,7,10,13,0,3,1,0,0,1,0,0,0,1,-2,0,2,-1,1
Data Science,3.2,0,0,0,1,0,1,0,0,0,0,0,4,3,3,4,2,2,16,0.11764705882352941,2,8,11,15,0,3,1,0,0,1,0,0,0,1,-2,0,2,-1,1
Data Science,3.38,1,0,0,0,1,1,0,0,1,0,0,2,1,5,5,3,4,16,0.23529411764705882,4,4,7,9,3,1,3,-1,0,0,0,0,1,0,0,0,1,-1,0
Computer Science,3.21,1,0,0,1,0,1,1,0,0,1,1,2,3,3,3,5,6,16,0.35294117647058826,3,6,8,9,3,9,2,5,1,1,0,1,0,1,-2,0,0,2,1
Data Science,3.25,1,0,0,1,0,1,0,0,0,0,0,5,3,5,4,3,3,20,0.14285714285714285,3,9,13,18,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
AI,3.98,1,0,1,1,1,0,0,1,1,0,0,5,1,3,2,2,6,13,0.42857142857142855,4,7,10,12,3,4,5,1,0,0,1,0,1,0,1,0,1,0,-1
Software Engineering,3.44,1,1,0,0,1,1,1,1,0,1,0,3,2,2,1,1,7,9,0.7,4,5,6,8,5,5,3,4,0,0,0,1,1,0,0,0,-1,1,0
Cybersecurity,3.05,1,0,0,1,0,0,0,0,0,0,0,3,2,3,4,3,2,15,0.125,2,5,9,10,1,5,3,1,0,0,0,0,0,0,-1,0,1,0,0
Computer Science,2.88,1,1,0,1,0,0,1,0,0,1,1,3,4,5,2,5,6,19,0.3,2,5,7,13,3,10,5,6,1,0,1,1,0,0,0,-1,-1,3,0
Cybersecurity,3.3,1,0,1,1,1,1,1,1,1,0,0,2,3,2,2,1,8,10,0.7272727272727273,5,6,8,8,4,5,4,2,0,0,0,0,1,1,0,0,1,0,0
Software Engineering,2.97,0,0,0,1,0,1,1,0,1,0,0,3,4,4,3,5,4,19,0.2,2,7,9,15,1,5,3,2,0,1,0,0,0,1,-1,-1,1,0,1
Software Engineering,3.14,1,0,1,0,0,1,0,0,0,1,0,2,2,4,3,5,4,16,0.23529411764705882,2,4,7,9,2,4,3,2,0,0,0,0,0,0,0,0,0,0,1
Data Science,3.71,1,0,0,1,1,0,0,1,0,0,0,5,4,2,2,3,4,16,0.23529411764705882,4,7,10,14,3,4,2,1,0,0,0,0,1,0,-1,1,1,0,-1
Data Science,3.95,0,0,1,1,1,0,0,0,0,1,0,2,3,3,5,3,4,16,0.23529411764705882,3,4,5,8,3,5,2,2,0,0,0,0,0,0,0,1,0,1,-1
Data Science,3.09,1,0,0,1,1,1,0,0,1,0,0,5,4,3,4,3,5,19,0.25,5,9,12,16,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Software Engineering,2.91,0,1,1,0,1,0,0,0,1,0,0,2,5,5,2,2,4,16,0.23529411764705882,2,2,4,13,2,1,6,0,0,0,1,0,0,0,3,-1,0,0,-1
Data Science,3.2,0,0,0,1,1,1,1,0,0,0,0,4,3,4,5,1,4,17,0.2222222222222222,4,8,9,15,3,4,0,1,0,0,0,0,0,1,-2,1,1,0,0
Data Science,3.18,0,1,1,0,1,0,0,0,0,1,0,2,4,2,2,1,4,11,0.3333333333333333,2,2,3,8,3,3,4,2,0,0,1,0,0,0,2,0,-1,1,-1
Cybersecurity,3.69,1,0,0,1,1,1,1,0,0,0,0,2,1,4,3,2,5,12,0.38461538461538464,5,6,8,8,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Computer Science,2.67,0,1,0,0,1,1,0,0,1,0,1,3,1,1,4,5,5,14,0.3333333333333333,3,5,7,8,2,1,4,0,0,0,0,0,0,0,1,-1,1,0,0
AI,3.09,1,1,1,1,1,1,1,0,0,0,0,3,3,5,2,4,7,17,0.3888888888888889,5,7,9,13,4,5,4,1,0,0,0,0,1,1,0,0,1,0,0
Cybersecurity,2.79,0,1,0,1,1,0,1,1,0,0,0,5,1,1,4,5,5,16,0.29411764705882354,3,7,8,11,3,5,3,3,0,0,1,0,0,0,0,0,0,1,-1
Software Engineering,3.35,0,0,0,0,1,0,1,0,0,0,1,3,3,5,4,5,3,20,0.14285714285714285,2,3,4,13,3,4,1,3,0,0,0,0,0,0,0,1,-1,2,-1
Cybersecurity,2.96,1,1,1,1,1,1,0,1,1,1,0,1,4,2,4,2,9,13,0.6428571428571429,5,5,7,6,4,5,6,2,0,0,0,0,1,1,1,-1,1,0,0
Data Science,3.29,1,0,1,1,0,1,0,1,1,0,1,4,4,4,5,1,7,18,0.3684210526315789,3,8,12,16,1,5,5,2,0,1,0,0,0,1,0,-1,2,0,1
Cybersecurity,3.5,0,0,1,0,1,1,1,0,0,1,0,2,2,4,2,2,5,12,0.38461538461538464,3,4,4,9,4,4,1,3,0,0,0,1,0,0,0,1,-1,1,0
AI,3.41,0,1,0,1,0,1,0,1,1,1,0,2,3,4,5,1,6,15,0.375,2,6,8,11,1,5,5,3,0,1,0,0,0,1,0,-2,1,0,1
Cybersecurity,3.42,1,0,0,0,1,0,0,1,1,0,1,3,3,5,3,3,5,17,0.2777777777777778,3,3,6,12,3,3,4,2,0,0,1,0,1,0,1,0,0,1,-1
AI,2.56,0,0,0,1,1,1,1,1,1,0,0,5,5,2,5,4,6,21,0.2727272727272727,4,9,10,17,3,4,2,2,0,0,0,0,0,1,-1,0,1,0,0
Cybersecurity,3.0,0,0,1,1,0,1,0,0,0,0,0,1,5,5,3,5,3,19,0.15,2,5,8,13,0,3,2,0,0,1,0,0,0,1,-1,0,2,-1,1
Cybersecurity,2.96,1,0,0,1,0,1,0,0,0,0,0,3,4,5,3,3,3,18,0.15789473684210525,3,7,11,15,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
AI,3.33,1,0,0,1,0,1,0,0,0,0,0,4,5,3,2,3,3,17,0.16666666666666666,3,8,12,16,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
Data Science,2.98,0,0,1,0,0,1,1,1,1,1,1,4,2,3,5,4,7,18,0.3684210526315789,1,6,7,13,2,6,4,6,0,0,0,1,0,0,1,-1,-1,2,1
Computer Science,3.88,1,0,1,1,0,1,1,0,1,1,1,2,2,3,4,4,8,15,0.5,3,6,8,8,3,9,5,5,1,1,0,1,0,1,0,-1,0,2,1
Computer Science,2.76,1,0,0,1,1,1,0,1,1,0,1,3,2,2,1,2,7,10,0.6363636363636364,5,7,10,9,3,4,3,1,0,0,0,0,1,1,-1,0,2,0,0
Software Engineering,3.82,0,0,1,1,1,0,0,1,1,1,1,2,3,5,5,1,7,16,0.4117647058823529,3,4,5,10,3,6,4,4,0,0,1,0,0,0,1,0,0,2,-1
Computer Science,3.9,1,1,0,0,1,1,1,0,1,1,1,3,4,5,1,5,8,18,0.42105263157894735,4,5,6,13,5,6,5,4,0,0,0,1,1,0,1,-1,-1,2,0
AI,3.66,1,0,1,1,0,1,0,0,0,1,1,4,1,5,2,4,6,16,0.35294117647058826,3,8,11,13,2,7,3,3,0,1,0,0,0,1,-1,0,1,1,1
Computer Science,3.44,1,0,0,1,1,1,0,0,0,0,0,3,4,2,1,4,4,14,0.26666666666666666,5,7,10,11,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Cybersecurity,3.51,1,1,0,1,1,1,0,0,0,0,1,3,2,3,3,5,6,16,0.35294117647058826,5,7,10,10,3,4,3,0,0,0,0,0,1,1,-1,0,2,0,0
Cybersecurity,2.83,0,1,0,1,1,1,0,1,0,0,0,4,1,2,1,3,5,11,0.4166666666666667,4,8,10,11,2,2,2,0,0,0,0,0,0,1,-1,0,2,-1,0
Data Science,3.69,1,0,0,1,1,1,0,0,0,0,0,3,1,4,2,2,4,12,0.3076923076923077,5,7,10,10,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Software Engineering,2.82,0,1,0,0,0,0,0,0,1,0,1,5,5,2,3,3,3,18,0.15789473684210525,0,5,8,17,0,3,6,2,0,0,1,0,0,0,2,-2,0,1,0
Data Science,2.69,1,1,1,1,0,0,1,1,1,0,1,5,3,3,3,2,8,16,0.47058823529411764,2,7,10,15,2,8,8,5,0,0,1,0,0,0,2,-2,0,2,0
Data Science,3.79,1,1,0,1,1,1,0,0,0,1,0,1,2,2,3,4,6,12,0.46153846153846156,5,5,7,4,4,5,3,1,0,0,0,0,1,1,-1,0,1,0,0
Data Science,3.46,0,0,0,1,1,1,0,0,0,0,0,5,2,4,4,3,3,18,0.15789473684210525,4,9,11,16,2,2,0,-1,0,0,0,0,0,1,-2,1,2,-1,0
Software Engineering,2.94,1,0,1,0,1,0,0,0,1,0,0,5,5,2,3,3,4,18,0.21052631578947367,3,5,8,15,3,2,5,0,0,0,1,0,1,0,2,0,0,0,-1
Cybersecurity,2.92,0,0,1,0,0,0,1,1,0,0,0,3,3,4,4,4,3,18,0.15789473684210525,0,3,5,13,1,4,3,4,0,0,0,0,0,0,1,0,-1,1,0
AI,3.06,1,1,1,0,0,1,0,1,1,1,0,3,3,1,3,5,7,15,0.4375,2,5,8,9,2,4,7,3,0,0,0,0,0,0,2,-2,0,0,1
Computer Science,3.88,0,0,1,1,1,0,1,1,0,1,1,5,2,3,3,3,7,16,0.4117647058823529,3,7,7,13,4,8,2,6,1,0,0,1,0,0,0,1,-1,3,-1
AI,3.26,1,0,1,0,1,1,0,1,0,1,1,2,2,1,3,1,7,9,0.7,4,4,6,5,4,4,2,3,0,0,0,0,1,0,0,1,0,1,0
Software Engineering,3.41,1,0,0,1,0,0,1,0,1,1,0,3,3,4,2,2,5,14,0.3333333333333333,2,5,7,11,3,9,5,5,1,0,1,1,0,0,0,-1,-1,2,0
Computer Science,2.99,1,1,0,0,0,1,1,0,0,1,1,3,2,3,2,4,6,14,0.4,2,5,7,10,3,7,4,5,0,0,0,1,0,0,0,-1,-1,2,1
Cybersecurity,2.52,1,1,0,0,1,1,0,1,0,1,1,1,4,1,2,4,7,12,0.5384615384615384,4,3,5,5,4,4,3,3,0,0,0,0,1,0,0,0,0,1,0
Data Science,3.91,0,0,1,1,0,0,1,1,1,1,0,2,2,4,1,5,6,14,0.4,1,4,5,9,2,8,5,6,1,0,1,1,0,0,1,-1,-1,2,0
Cybersecurity,3.0,1,1,0,1,0,0,1,1,0,1,1,3,3,3,4,1,7,14,0.4666666666666667,2,5,7,10,3,10,5,7,1,0,1,1,0,0,0,-1,-1,3,0
Computer Science,2.41,1,0,0,1,1,1,1,0,0,0,0,3,4,3,4,3,5,17,0.2777777777777778,5,7,9,12,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
AI,3.55,1,0,0,1,0,1,0,0,0,0,0,3,2,4,5,2,3,16,0.17647058823529413,3,7,11,12,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
Data Science,3.91,1,0,0,1,0,1,1,1,1,0,0,3,4,1,2,2,6,12,0.46153846153846156,3,7,10,11,2,6,4,3,0,1,0,0,0,1,-1,-1,1,0,1
Computer Science,2.54,1,0,0,1,0,1,0,1,0,1,1,3,3,3,1,5,6,15,0.375,3,7,10,11,2,7,2,4,0,1,0,0,0,1,-2,0,1,1,1
Cybersecurity,2.83,1,0,1,0,1,0,0,0,1,0,0,4,1,1,2,2,4,10,0.36363636363636365,3,4,7,8,3,2,5,0,0,0,1,0,1,0,2,0,0,0,-1
Software Engineering,2.78,1,0,1,0,1,1,1,1,1,0,0,5,2,1,1,4,7,13,0.5,4,7,9,12,4,3,4,2,0,0,0,0,1,0,1,0,0,0,0
Software Engineering,3.9,0,0,0,0,1,0,0,0,0,0,1,5,5,5,2,5,2,22,0.08695652173913043,2,5,7,19,2,2,1,1,0,0,0,0,0,0,0,1,0,1,-1
Computer Science,3.85,0,1,1,0,0,1,0,0,0,1,1,1,3,5,3,4,5,16,0.29411764705882354,1,3,5,10,1,4,4,3,0,0,0,0,0,0,1,-1,0,1,1
Computer Science,2.82,1,0,0,0,1,0,1,0,1,0,0,2,3,1,4,2,4,12,0.3076923076923077,3,2,4,6,4,4,4,2,0,0,1,0,1,0,1,0,-1,1,-1
Data Science,2.59,0,0,1,1,1,1,1,1,1,1,0,5,2,3,1,2,8,13,0.5714285714285714,4,9,9,14,4,6,3,4,1,0,0,1,0,1,0,0,0,1,0
AI,3.27,0,0,0,0,1,1,1,0,0,0,1,5,3,4,4,2,4,18,0.21052631578947367,3,7,8,17,3,3,0,2,0,0,0,0,0,0,-1,1,0,1,0
Software Engineering,3.19,1,1,0,1,0,1,1,0,1,0,0,5,3,5,5,2,6,20,0.2857142857142857,3,9,12,18,2,6,6,2,0,1,0,0,0,1,0,-2,1,0,1
Data Science,3.01,1,0,0,1,0,1,0,0,1,0,0,3,2,4,5,3,4,17,0.2222222222222222,3,7,11,12,1,4,4,0,0,1,0,0,0,1,-1,-1,2,-1,1
Software Engineering,3.3,1,0,0,0,1,0,1,0,0,0,0,3,1,4,2,4,3,14,0.2,3,3,5,9,4,4,2,2,0,0,0,0,1,0,0,1,-1,1,-1
Data Science,3.36,1,0,0,1,1,1,1,0,0,0,0,5,3,2,4,3,5,17,0.2777777777777778,5,9,11,14,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Data Science,3.5,1,0,0,0,0,1,1,0,0,0,0,3,1,5,1,3,3,13,0.21428571428571427,2,5,8,12,2,4,2,2,0,0,0,0,0,0,-1,0,0,0,1
Data Science,3.97,0,1,1,1,1,0,0,1,1,0,0,5,3,3,4,1,6,16,0.35294117647058826,3,7,9,15,2,3,6,1,0,0,1,0,0,0,2,-1,1,0,-1
